converted,ai_chat_engaged,service_enc,country_enc,hour_of_day,daily_request_volume,funnel_depth
0,0,3,4,21,1419.0,1
0,0,3,1,12,1544.0,1
1,0,3,2,9,1189.0,4
1,0,3,1,8,1051.0,4
1,0,4,4,13,899.0,2
0,0,3,2,10,1207.0,1
0,0,2,2,16,1254.0,2
0,0,3,0,19,1181.0,3
0,0,3,0,14,1419.0,1
0,0,3,0,16,1145.0,1
0,0,3,1,7,1299.0,1
0,0,3,4,17,1601.0,1
1,0,0,0,17,1176.0,3
0,0,4,2,22,677.0,1
0,0,1,2,10,1319.0,2
1,1,2,2,17,1308.0,3
0,0,2,2,11,1243.0,2
0,0,2,2,19,1292.0,2
0,0,4,3,15,993.0,1
1,0,4,3,11,929.0,2
0,0,0,1,8,1560.0,1
0,0,4,4,15,970.0,1
0,1,3,1,13,1356.0,2
0,0,3,3,11,1020.0,2
0,0,4,3,12,908.0,1
0,0,2,0,19,976.0,2
0,0,0,2,8,1396.0,2
1,0,3,0,9,1218.0,4
1,0,2,4,9,1261.0,3
1,0,2,0,8,1283.0,3
0,0,3,0,14,1609.0,1
1,1,3,2,19,1161.0,4
0,0,4,3,17,944.0,1
0,0,4,0,10,886.0,1
1,0,4,2,19,993.0,2
0,0,0,0,14,1102.0,1
0,0,3,4,17,1059.0,1
0,0,4,0,15,939.0,1
0,0,1,4,17,179.0,2
1,0,4,3,11,910.0,2
0,0,3,2,11,1525.0,2
0,1,3,3,16,1356.0,2
0,0,0,0,8,1353.0,1
0,0,0,1,11,1281.0,2
0,0,4,0,16,686.0,1
0,0,0,2,16,1555.0,1
0,0,3,0,6,1535.0,3
0,0,1,3,10,189.0,2
0,0,0,0,17,1202.0,1
0,1,2,1,7,1225.0,2
1,0,4,2,9,886.0,2
1,0,1,4,19,1311.0,3
0,0,3,0,13,1207.0,3
0,1,2,2,20,1308.0,2
0,1,2,2,18,1340.0,2
1,0,4,1,13,1015.0,2
0,0,3,0,9,1449.0,2
0,0,0,4,8,1108.0,2
0,0,2,3,13,1272.0,1
0,0,3,2,15,1632.0,2
0,0,3,0,9,1495.0,2
0,0,3,0,18,1056.0,2
0,1,4,4,11,908.0,1
0,0,2,4,12,1194.0,2
0,0,2,0,9,1226.0,2
0,1,0,0,15,1353.0,2
0,0,4,3,17,910.0,1
0,0,3,0,17,1609.0,1
0,1,3,2,10,1207.0,2
0,0,4,1,16,891.0,1
1,0,3,2,8,1609.0,4
0,0,3,0,12,1218.0,2
0,0,2,3,15,1261.0,1
0,0,2,2,9,1253.0,1
0,0,3,0,9,1161.0,1
1,0,4,2,16,894.0,2
0,0,0,0,11,1261.0,2
1,1,0,3,18,1463.0,3
0,0,0,0,12,1344.0,1
0,1,2,2,14,1206.0,1
0,0,0,0,16,1227.0,2
0,0,3,1,10,1401.0,1
0,0,3,0,10,1059.0,2
0,0,2,0,10,1323.0,2
0,0,3,0,8,1476.0,2
0,0,3,0,14,1142.0,2
0,0,2,0,15,1284.0,1
0,0,2,2,11,1267.0,2
0,0,3,1,18,1495.0,1
1,1,3,0,13,1454.0,4
1,0,4,0,5,870.0,2
1,0,4,1,17,939.0,2
0,0,2,3,9,1257.0,1
0,0,3,4,15,1192.0,2
0,0,4,3,13,930.0,1
1,0,4,0,7,1008.0,2
0,0,0,2,17,1479.0,2
0,0,4,4,11,914.0,1
0,0,3,0,9,1424.0,2
0,0,2,4,14,1254.0,1
0,1,3,2,11,1299.0,3
1,1,3,1,9,1187.0,4
0,0,4,0,12,875.0,1
0,0,2,1,14,1206.0,2
1,1,0,3,9,1153.0,3
0,0,3,0,4,1207.0,1
0,0,2,3,11,1271.0,2
1,0,3,3,9,1195.0,4
0,0,3,4,16,1189.0,2
0,0,3,0,17,1454.0,2
0,0,3,2,16,1555.0,1
0,0,0,0,8,1621.0,1
0,0,4,3,10,904.0,1
1,0,4,4,18,865.0,2
0,0,2,2,16,1244.0,1
0,1,3,0,8,1609.0,3
1,0,0,3,9,1401.0,3
1,0,3,0,21,1528.0,4
0,0,2,1,8,1308.0,1
0,0,0,4,9,1240.0,1
1,1,2,2,17,1128.0,3
0,0,2,2,15,1226.0,1
0,0,3,2,20,1284.0,2
0,0,2,0,9,1255.0,2
0,0,3,2,17,1140.0,2
1,1,4,4,18,922.0,2
0,0,4,4,13,929.0,1
0,0,2,3,10,1256.0,2
0,0,3,0,18,1623.0,2
0,0,4,2,8,973.0,1
0,0,1,0,13,1319.0,1
1,0,0,2,14,1403.0,3
1,0,2,0,18,1308.0,3
0,0,2,0,0,1308.0,1
0,0,1,4,17,1311.0,1
0,0,4,4,7,978.0,1
0,0,1,3,16,181.0,2
0,0,4,4,8,915.0,1
0,0,2,2,19,1189.0,1
0,0,3,4,19,1638.0,2
0,0,2,0,5,1226.0,1
0,0,3,0,9,1284.0,1
1,0,0,4,9,1720.0,3
0,0,3,1,4,1535.0,3
0,0,2,2,9,1233.0,2
0,1,3,4,10,1299.0,2
0,0,4,1,14,900.0,1
0,0,3,2,10,1164.0,1
0,0,0,0,15,1093.0,2
0,0,3,0,10,1056.0,2
0,0,3,0,10,1192.0,2
0,0,2,0,8,1257.0,2
0,0,0,0,10,796.0,1
0,0,0,2,15,1129.0,1
0,0,0,0,21,909.0,2
1,0,3,3,9,1207.0,4
0,0,2,4,14,1292.0,1
0,0,2,4,19,1261.0,2
0,0,2,2,18,1270.0,1
1,1,0,0,18,1197.0,3
0,0,4,2,19,958.0,1
0,0,3,2,11,1623.0,1
0,0,1,0,14,1353.0,1
1,0,2,2,21,1253.0,3
1,0,0,0,9,1560.0,3
0,0,3,0,13,1454.0,2
1,0,2,4,10,1253.0,3
1,1,4,4,17,677.0,2
0,0,2,2,13,1276.0,2
1,1,3,0,23,1191.0,4
1,0,4,4,16,840.0,2
1,0,4,0,12,882.0,2
0,0,2,0,7,976.0,2
0,0,0,0,9,1401.0,1
1,1,3,0,15,1629.0,4
0,1,0,0,13,1570.0,2
0,0,3,4,14,1145.0,2
0,0,2,4,10,1286.0,1
0,0,3,0,8,1181.0,2
0,1,0,0,14,1514.0,2
0,0,4,0,14,953.0,1
0,0,3,1,13,1284.0,3
1,0,4,3,10,929.0,2
0,0,4,3,11,914.0,1
0,0,2,2,15,1316.0,2
0,0,0,0,9,1560.0,1
0,0,2,0,14,1238.0,2
1,1,4,3,11,970.0,2
0,0,3,2,9,1187.0,1
0,0,2,2,17,1308.0,2
1,1,2,2,9,1276.0,3
0,0,3,3,11,1207.0,2
0,1,3,0,8,1231.0,1
0,0,2,2,13,1208.0,1
0,0,2,0,10,1308.0,1
0,0,4,2,14,926.0,1
0,0,3,2,10,1218.0,1
1,1,2,2,0,1233.0,3
1,1,3,3,18,1638.0,4
0,0,3,3,11,1629.0,2
0,0,0,0,10,1025.0,1
0,0,2,3,19,1248.0,1
0,0,2,2,20,1331.0,1
0,0,0,0,9,1197.0,2
0,0,1,1,11,187.0,2
0,0,0,0,17,778.0,2
0,0,2,2,14,1252.0,2
0,0,1,4,18,188.0,2
0,0,3,4,20,1448.0,1
0,0,2,2,14,1253.0,2
0,0,0,4,13,1485.0,1
0,0,0,3,10,1176.0,1
1,1,0,4,18,934.0,3
1,0,4,4,16,944.0,2
0,1,2,1,15,1267.0,2
0,0,2,0,21,1208.0,1
0,0,0,0,16,1176.0,1
0,0,0,0,14,1153.0,1
0,0,4,0,11,875.0,1
0,0,3,3,7,1631.0,3
1,0,4,0,17,900.0,2
1,0,4,2,15,891.0,2
0,0,3,2,11,1469.0,2
0,0,3,4,9,1495.0,2
0,0,2,1,20,1340.0,1
0,0,3,2,15,1192.0,1
0,0,3,4,11,1449.0,2
0,0,0,0,19,1030.0,2
0,0,0,0,11,1150.0,1
0,0,0,0,11,1463.0,2
0,0,0,1,16,1215.0,2
0,0,0,0,0,1308.0,1
0,0,0,3,21,1621.0,2
1,0,0,4,13,1150.0,3
0,0,3,2,8,1623.0,1
0,0,2,1,14,1189.0,1
0,0,3,0,13,1218.0,1
0,0,3,0,14,1632.0,3
1,1,0,0,18,1570.0,3
1,1,2,3,13,1255.0,3
1,1,0,1,17,1396.0,3
0,0,3,0,9,1356.0,2
0,0,4,3,13,944.0,1
0,0,2,0,16,1251.0,2
0,0,3,3,8,1226.0,1
0,0,4,1,14,902.0,1
0,0,3,1,10,1638.0,2
0,0,0,0,14,934.0,1
0,0,3,3,11,1231.0,1
0,0,0,0,9,1458.0,2
0,0,3,0,14,1142.0,3
0,0,3,3,16,1449.0,1
0,0,3,2,14,1195.0,2
1,0,2,1,12,1272.0,3
1,1,0,4,12,1093.0,3
0,0,0,1,14,1485.0,2
0,0,3,0,16,1535.0,2
0,0,0,0,17,1560.0,1
0,0,3,1,12,1191.0,3
0,1,3,1,20,1419.0,2
0,0,2,2,1,1270.0,2
0,0,4,0,14,687.0,1
0,0,2,1,15,1272.0,2
0,0,0,0,10,1197.0,2
0,0,3,0,9,1629.0,3
0,1,2,4,14,1308.0,2
0,0,1,3,16,1311.0,2
1,1,0,4,17,1479.0,3
0,0,0,4,14,1286.0,1
0,0,2,0,11,1312.0,2
0,0,0,0,8,1517.0,2
0,0,3,0,16,1096.0,2
0,0,3,0,12,1268.0,1
0,1,4,1,11,895.0,1
0,0,3,0,20,1601.0,1
0,0,2,2,21,1222.0,2
0,0,0,0,18,1463.0,2
0,0,3,3,15,1356.0,1
0,0,3,3,15,1268.0,2
0,0,0,0,12,1560.0,2
1,1,0,0,10,1302.0,3
1,0,2,1,16,1272.0,3
0,0,3,0,18,1356.0,2
0,0,3,4,15,1145.0,1
0,0,0,0,15,1403.0,1
0,0,3,3,11,1481.0,1
0,0,0,0,12,1570.0,2
0,1,3,4,10,1392.0,3
0,0,1,2,6,1353.0,1
0,0,1,2,12,199.0,1
1,1,0,4,16,1347.0,3
0,0,2,4,14,1323.0,1
0,0,3,2,15,1528.0,2
0,0,3,0,20,1218.0,1
1,0,1,2,23,197.0,3
0,0,2,2,19,1265.0,1
0,0,3,4,9,1164.0,3
0,0,4,2,12,902.0,1
0,0,1,0,9,1350.0,2
0,0,1,4,15,174.0,1
0,0,3,2,11,1284.0,1
0,0,2,2,12,1167.0,1
0,0,2,3,16,1331.0,1
0,0,3,0,15,1356.0,2
0,0,0,4,16,1108.0,2
0,0,4,3,15,886.0,1
1,0,4,2,12,958.0,2
1,0,2,1,16,1253.0,3
1,0,0,2,9,1302.0,3
0,0,4,0,17,869.0,1
0,0,2,2,12,1292.0,1
0,0,3,4,13,1059.0,1
0,0,2,2,8,1292.0,1
0,0,4,2,18,910.0,1
0,1,1,4,16,172.0,2
0,0,3,0,15,1631.0,2
0,0,0,0,10,1342.0,2
0,0,0,4,8,1286.0,2
0,1,3,1,12,1187.0,3
0,0,2,0,16,1254.0,2
0,0,2,0,17,1194.0,1
0,0,4,2,17,908.0,1
0,0,0,0,12,1215.0,2
0,0,2,4,16,1276.0,2
0,0,3,4,11,1140.0,3
1,0,4,0,18,908.0,2
0,0,1,0,14,192.0,2
0,0,0,0,11,1086.0,1
0,0,3,4,9,1555.0,1
0,0,2,2,10,1283.0,1
0,0,4,0,9,910.0,1
0,0,4,0,18,918.0,1
0,0,3,4,15,1226.0,1
0,0,3,2,20,1481.0,1
0,0,2,2,12,1256.0,2
0,0,2,0,7,1312.0,2
0,0,4,2,14,973.0,1
0,1,1,2,9,1311.0,2
0,0,4,2,9,908.0,1
0,0,0,1,11,920.0,1
0,0,0,3,15,1353.0,2
0,0,1,0,11,1311.0,2
1,1,4,3,14,1015.0,2
0,0,4,0,21,944.0,1
0,0,3,2,16,1525.0,3
0,1,2,2,19,1270.0,2
0,0,0,0,8,1308.0,2
0,0,3,0,14,1469.0,2
0,0,3,3,11,1448.0,2
0,0,2,0,18,1314.0,1
0,0,0,3,13,1555.0,1
0,0,3,0,14,1051.0,2
0,0,4,4,4,902.0,1
0,0,3,4,20,1059.0,1
0,0,0,0,9,920.0,2
0,1,1,4,1,143.0,2
0,0,0,2,7,1535.0,1
0,0,2,2,10,1272.0,1
1,0,4,4,10,961.0,2
1,0,4,0,15,914.0,2
1,0,4,0,12,930.0,2
0,0,3,2,9,1544.0,1
0,0,3,0,16,1181.0,1
0,0,2,1,18,1222.0,2
0,0,3,2,11,1392.0,1
0,0,0,0,13,1344.0,2
0,0,3,4,13,1322.0,2
0,1,2,0,10,1226.0,1
1,0,0,0,15,1357.0,3
0,0,4,0,11,930.0,1
0,1,0,0,10,909.0,2
0,0,2,2,17,1232.0,1
0,0,4,2,11,953.0,1
0,1,2,1,11,1233.0,2
0,0,0,0,16,1514.0,2
0,0,0,1,12,1535.0,2
1,0,4,3,18,903.0,2
0,0,2,2,11,1308.0,2
0,0,4,2,9,861.0,1
0,0,2,3,7,1323.0,1
1,0,0,0,11,1555.0,3
1,1,3,0,18,1535.0,4
0,0,0,3,8,1286.0,2
0,0,0,1,11,1215.0,1
1,0,2,2,8,1314.0,3
0,0,0,0,17,1347.0,2
0,0,2,0,14,1254.0,2
0,0,2,1,15,1257.0,1
0,0,1,0,14,1353.0,1
1,0,1,4,11,181.0,3
0,0,3,0,17,1535.0,1
0,0,2,2,12,1252.0,2
0,0,0,2,13,1342.0,2
0,0,3,4,20,1601.0,3
0,0,0,4,12,1621.0,2
0,0,2,0,16,1261.0,2
0,0,3,0,12,1299.0,1
0,0,4,2,23,914.0,1
0,0,3,3,15,1132.0,1
0,0,0,2,20,1153.0,2
0,0,0,1,11,1396.0,1
0,0,3,3,11,1525.0,1
0,0,0,0,9,1197.0,1
0,0,2,2,21,1251.0,1
0,1,3,4,7,1164.0,2
0,0,2,0,18,1252.0,1
0,0,0,2,12,1435.0,1
0,0,4,3,16,928.0,1
0,0,3,0,10,1132.0,1
0,1,3,3,12,1056.0,2
0,0,3,0,16,1601.0,3
0,0,3,2,9,1195.0,1
0,0,3,0,18,1164.0,2
0,0,0,0,4,1460.0,1
0,1,2,4,14,1167.0,2
0,0,2,0,17,1270.0,1
0,0,2,3,6,1267.0,2
0,0,0,0,10,1517.0,2
0,0,0,4,9,1093.0,1
1,1,3,0,12,1181.0,4
1,0,0,3,14,1401.0,3
0,0,0,4,4,1435.0,1
1,0,4,2,20,908.0,2
1,1,3,0,23,1609.0,4
0,0,0,3,17,1261.0,2
0,0,2,4,17,1233.0,2
0,0,0,0,10,1621.0,1
0,0,3,0,13,1609.0,1
0,0,2,1,11,1238.0,1
0,0,3,2,15,1132.0,1
0,0,4,0,9,886.0,1
1,1,0,0,13,1281.0,3
1,1,2,2,23,1206.0,3
0,0,1,0,11,143.0,2
0,1,0,0,17,1261.0,2
1,0,4,4,13,875.0,2
0,0,0,2,18,1153.0,2
0,0,4,0,14,886.0,1
0,0,1,2,13,177.0,2
0,0,2,4,13,1270.0,2
1,0,4,3,11,886.0,2
0,0,2,0,20,1340.0,2
0,0,0,0,16,1342.0,2
0,1,0,0,16,1482.0,2
0,0,3,0,7,1226.0,1
0,0,3,4,15,1020.0,1
0,0,3,0,15,1449.0,2
1,0,4,0,19,944.0,2
0,0,2,4,8,1314.0,2
0,1,0,3,18,1202.0,1
0,0,4,0,13,953.0,1
1,0,4,0,11,978.0,2
0,0,0,3,6,1108.0,2
0,0,2,2,12,1261.0,2
0,0,3,0,15,1495.0,1
0,0,3,0,9,1284.0,3
0,1,0,4,9,1025.0,2
1,1,0,0,10,1396.0,3
0,0,2,2,14,1308.0,1
0,0,0,0,11,1261.0,2
0,0,4,1,10,914.0,1
0,0,3,2,9,1454.0,2
0,0,0,0,8,1302.0,1
0,0,0,4,15,1460.0,2
0,0,2,3,16,962.0,2
0,0,0,0,17,1458.0,2
1,0,2,1,9,1267.0,3
1,0,2,4,14,1255.0,3
0,0,2,2,11,1270.0,1
0,1,3,0,13,1632.0,3
0,0,0,0,14,1150.0,2
0,0,0,0,13,1342.0,2
1,1,0,0,17,1396.0,3
0,0,3,0,13,1020.0,1
0,1,1,4,19,182.0,2
0,0,0,4,14,912.0,2
0,1,0,0,17,1621.0,2
0,0,0,3,9,1240.0,1
0,0,0,0,9,1215.0,1
0,1,3,4,6,1218.0,1
1,1,2,2,17,1265.0,3
0,0,4,3,9,970.0,1
0,0,0,3,17,1458.0,1
0,0,0,2,7,1435.0,1
1,1,0,0,7,1286.0,3
0,0,3,0,21,1449.0,1
0,0,3,2,11,1495.0,2
0,0,2,3,17,915.0,2
1,1,2,2,6,1251.0,3
1,0,0,0,14,1108.0,3
0,0,3,4,11,1392.0,1
0,0,3,3,13,1132.0,2
0,0,2,3,14,1314.0,1
0,0,3,2,15,1601.0,1
0,1,2,0,18,1206.0,1
0,0,0,0,15,1458.0,1
0,0,4,2,10,965.0,1
1,1,3,0,17,1181.0,4
0,0,2,4,10,1226.0,2
1,0,4,0,9,929.0,2
0,0,3,0,12,1181.0,1
0,0,0,3,15,1720.0,2
0,1,2,2,13,1128.0,2
0,0,0,0,9,805.0,1
0,0,0,0,15,1176.0,2
1,1,3,3,17,1601.0,4
0,0,2,2,11,1253.0,2
0,0,3,2,14,1145.0,2
0,0,1,2,17,1319.0,1
0,0,2,2,12,1340.0,1
0,0,2,2,12,1323.0,2
0,0,4,2,6,918.0,1
0,0,3,2,15,1419.0,2
1,0,4,3,15,903.0,2
0,0,4,0,18,978.0,1
0,0,0,4,21,1281.0,2
1,0,1,2,11,191.0,3
0,1,3,1,21,1469.0,2
0,0,3,0,17,1392.0,2
0,0,2,0,19,1206.0,1
1,0,0,2,11,1403.0,3
1,0,2,4,15,1243.0,3
0,0,1,2,10,1311.0,2
0,0,3,0,8,1609.0,1
0,0,0,2,17,1281.0,1
0,0,4,0,10,900.0,1
0,0,3,0,18,1218.0,3
0,0,2,2,11,1204.0,1
0,0,3,0,16,1401.0,3
0,1,4,1,15,687.0,1
1,0,4,2,9,929.0,2
0,0,0,2,16,1025.0,1
0,0,3,2,13,1401.0,3
0,1,0,4,11,1153.0,2
0,0,3,0,15,1181.0,2
1,0,1,0,19,191.0,3
1,0,3,0,14,1181.0,4
0,0,2,0,16,1283.0,1
0,0,0,2,16,1353.0,1
0,1,0,2,15,1302.0,2
0,0,4,0,14,899.0,1
1,0,4,0,18,929.0,2
1,0,4,0,18,1015.0,2
0,0,3,0,11,1218.0,2
0,0,4,0,18,898.0,1
0,0,2,3,12,1255.0,1
0,0,3,0,9,1601.0,1
0,0,2,3,17,1244.0,1
0,1,3,3,9,1218.0,3
0,0,1,0,11,182.0,2
0,0,0,0,11,1342.0,2
0,0,2,3,16,1312.0,1
0,0,2,0,15,1233.0,1
1,0,1,1,9,143.0,3
1,0,2,0,3,1283.0,3
0,1,2,0,17,1331.0,1
0,0,4,0,18,686.0,1
1,1,3,0,18,1632.0,4
0,0,2,0,16,1254.0,2
0,0,3,4,10,1356.0,2
0,1,2,2,9,1272.0,2
0,0,0,1,11,1482.0,2
0,0,0,2,8,1344.0,2
1,0,4,4,12,894.0,2
0,0,3,2,12,1609.0,1
0,0,3,2,8,1631.0,1
1,1,0,2,10,1129.0,3
0,0,0,2,10,1059.0,2
0,0,4,0,14,904.0,1
0,0,2,4,18,1222.0,2
0,0,0,3,14,1482.0,1
0,0,0,0,8,1153.0,2
0,0,0,0,7,1560.0,1
0,0,3,0,13,1632.0,1
0,0,3,0,13,1454.0,1
0,1,2,4,17,1206.0,2
0,0,2,3,22,1283.0,1
0,0,3,0,8,1322.0,1
0,0,3,0,11,1056.0,1
0,0,2,2,10,1284.0,1
0,0,3,0,15,1454.0,1
1,0,0,0,16,1460.0,3
0,0,0,0,14,909.0,2
0,0,4,0,6,861.0,1
0,0,3,2,15,1449.0,1
0,0,3,4,8,1056.0,2
0,0,2,2,23,1189.0,2
0,0,0,0,7,1353.0,2
0,0,3,4,9,1535.0,1
0,0,3,3,17,1638.0,1
0,0,2,2,11,1194.0,1
0,0,4,2,11,886.0,1
0,0,2,2,16,1243.0,1
0,0,2,0,12,1254.0,2
0,0,3,4,11,1195.0,3
1,0,4,3,14,953.0,2
0,0,0,0,12,1621.0,1
0,0,2,4,17,1292.0,1
0,0,3,0,10,1609.0,2
0,0,2,0,11,923.0,1
0,1,3,0,16,1096.0,3
0,1,3,0,16,1056.0,3
0,0,0,1,16,1463.0,1
0,1,0,0,9,1403.0,2
0,0,2,2,19,1232.0,2
1,0,4,4,14,910.0,2
0,0,2,2,18,1227.0,1
1,1,0,3,13,1150.0,3
0,0,2,3,15,1267.0,1
0,0,3,4,8,1623.0,2
0,0,3,3,17,1020.0,1
0,1,3,0,22,1525.0,3
1,0,4,0,18,904.0,2
1,0,4,0,19,910.0,2
1,0,2,4,9,1227.0,3
0,0,2,1,18,1308.0,1
0,0,3,0,15,1164.0,3
0,0,2,2,22,1261.0,1
0,0,0,2,9,1458.0,2
0,1,3,0,15,1449.0,2
1,0,2,2,11,1287.0,3
1,1,0,0,13,1202.0,3
1,1,0,0,10,1035.0,3
0,0,3,4,15,1629.0,1
0,0,0,3,10,1176.0,2
0,0,3,3,10,1226.0,2
1,0,1,1,16,187.0,3
0,0,0,2,7,1396.0,1
0,0,3,4,21,1268.0,1
0,0,0,0,13,1555.0,1
0,0,3,0,11,1381.0,1
1,0,4,2,16,899.0,2
0,0,3,0,17,1059.0,2
0,0,0,2,3,1460.0,2
0,0,3,3,13,1476.0,3
0,0,3,2,9,1528.0,2
0,0,3,3,10,1132.0,3
0,0,2,2,11,915.0,2
0,0,4,2,7,914.0,1
0,0,2,0,14,1267.0,2
1,1,2,0,20,1256.0,3
0,0,2,0,17,1255.0,1
0,0,4,3,11,939.0,1
0,0,4,3,11,870.0,1
0,0,1,4,10,1350.0,2
0,0,0,2,7,1286.0,1
0,0,2,2,15,1204.0,1
0,0,2,0,12,1252.0,1
1,0,4,0,8,929.0,2
0,0,3,4,14,1392.0,1
0,0,3,2,15,1392.0,2
0,0,3,0,13,1145.0,3
0,1,3,2,12,1059.0,2
0,0,2,4,12,1270.0,1
0,0,4,2,11,914.0,1
0,0,2,3,14,1307.0,1
0,0,3,0,15,1322.0,2
0,0,3,2,18,1207.0,2
0,0,1,4,22,198.0,1
1,0,4,2,8,869.0,2
0,0,4,3,16,918.0,1
0,0,1,0,16,188.0,2
0,0,2,0,23,1238.0,2
0,0,4,0,10,965.0,1
0,0,1,2,9,168.0,1
0,1,0,0,16,1025.0,2
0,0,2,2,17,1206.0,1
0,0,2,0,18,1292.0,1
0,0,0,3,11,1435.0,2
1,1,2,1,12,976.0,3
0,0,3,0,8,1525.0,2
0,0,4,4,14,851.0,1
0,0,0,4,18,1093.0,2
0,0,3,0,9,1528.0,1
1,1,2,0,20,1248.0,3
1,0,4,0,16,929.0,2
0,0,0,2,7,1555.0,1
0,1,0,0,18,950.0,1
0,0,4,1,14,922.0,1
0,0,3,0,9,1303.0,3
0,0,1,4,17,1353.0,1
1,0,4,2,14,929.0,2
0,0,2,2,12,1331.0,1
0,0,3,0,19,1448.0,2
0,0,1,4,9,1311.0,1
1,0,4,4,14,686.0,2
0,0,1,2,19,1350.0,1
0,0,3,0,16,1067.0,2
0,0,0,0,16,1150.0,2
0,0,0,0,16,1555.0,2
1,0,1,3,17,202.0,3
0,0,3,1,11,1189.0,3
0,0,3,2,8,1181.0,2
0,0,4,0,17,1015.0,1
1,0,4,1,12,898.0,2
0,0,2,2,18,1255.0,1
0,0,0,1,14,1514.0,2
0,0,3,3,12,1286.0,1
1,0,2,2,10,1270.0,3
0,0,0,0,17,934.0,2
1,0,4,4,18,898.0,2
0,0,4,2,16,930.0,1
0,0,4,0,8,930.0,1
1,0,2,2,16,1253.0,3
0,0,3,2,11,1191.0,2
0,0,3,3,10,1299.0,2
1,0,1,1,5,1353.0,3
0,0,2,0,13,1287.0,2
0,0,1,3,12,1319.0,1
1,1,3,0,13,1191.0,4
0,1,2,2,18,1308.0,2
0,0,2,2,8,1308.0,2
1,0,0,0,12,1227.0,3
0,0,3,0,14,1392.0,2
0,0,3,0,21,1629.0,2
0,0,4,2,8,970.0,1
0,0,0,2,9,1184.0,1
0,0,3,2,10,1187.0,3
0,0,3,2,12,1286.0,1
0,0,0,0,16,1396.0,2
0,0,3,2,14,1535.0,1
0,1,3,0,11,1187.0,2
0,0,0,4,10,1035.0,1
0,0,3,0,12,1067.0,1
1,0,2,0,7,1238.0,3
0,0,2,0,12,1256.0,2
1,0,4,0,9,1015.0,2
1,0,2,0,9,1226.0,3
1,0,0,0,16,778.0,3
1,1,3,2,11,1203.0,4
1,0,4,3,1,918.0,2
0,0,0,0,11,1129.0,2
0,0,0,0,13,1560.0,2
0,0,4,3,13,895.0,1
0,0,2,2,16,1227.0,1
0,0,4,0,10,978.0,1
0,0,3,2,17,1140.0,1
1,1,0,0,17,1485.0,3
0,0,3,2,19,1381.0,1
1,1,0,4,21,930.0,3
0,0,0,0,7,1327.0,1
0,0,3,0,6,1401.0,1
0,0,3,0,8,1609.0,1
0,0,3,0,14,1207.0,1
1,0,4,0,12,910.0,2
0,1,0,3,9,1302.0,2
0,1,3,4,9,1059.0,3
1,0,4,4,14,686.0,2
0,0,3,0,9,1189.0,1
0,0,3,0,11,1303.0,1
0,0,3,0,15,1525.0,2
1,0,2,2,10,1233.0,3
0,0,0,0,15,1485.0,2
0,0,3,0,19,1419.0,2
0,1,2,0,14,1311.0,2
0,0,2,1,12,976.0,1
0,0,3,0,8,1218.0,2
0,0,0,3,9,950.0,2
0,0,3,4,14,1528.0,2
1,0,4,4,8,961.0,2
0,0,3,0,11,1401.0,1
0,0,4,0,13,925.0,1
1,0,0,0,9,1720.0,3
1,0,0,0,12,1035.0,3
0,0,3,0,15,1067.0,1
0,0,4,4,8,910.0,1
0,0,3,0,18,1226.0,1
1,0,0,0,14,1463.0,3
1,0,4,0,20,929.0,2
1,0,1,3,15,181.0,3
0,0,4,2,13,978.0,1
0,0,3,3,4,1059.0,2
0,0,4,0,8,895.0,1
0,0,3,1,18,1469.0,1
0,0,2,0,12,1276.0,1
1,1,2,0,9,1307.0,3
1,1,1,0,15,1350.0,3
0,0,2,0,10,1208.0,2
0,0,4,0,17,865.0,1
0,1,3,2,18,1481.0,2
0,0,2,3,14,1270.0,1
0,0,2,2,10,1271.0,2
0,0,3,3,10,1218.0,1
0,0,0,3,12,1342.0,1
1,1,0,0,10,1093.0,3
0,0,3,0,11,1481.0,1
0,0,0,0,23,1150.0,1
0,0,1,0,19,172.0,1
0,0,4,0,4,903.0,1
0,0,4,3,14,895.0,1
0,1,0,1,20,1227.0,2
1,1,3,4,16,1495.0,4
1,0,2,1,15,1233.0,3
0,0,4,0,11,929.0,1
0,0,3,3,12,1226.0,3
0,0,3,2,16,1059.0,1
0,0,3,0,19,1424.0,2
0,0,4,3,15,870.0,1
0,0,2,2,10,1308.0,2
0,0,3,2,17,1448.0,3
1,0,4,0,9,914.0,2
1,0,3,0,9,1609.0,4
0,0,2,2,12,1340.0,2
0,0,2,2,15,962.0,2
0,0,0,0,15,1197.0,2
0,0,2,0,11,1222.0,1
1,0,4,0,12,958.0,2
1,0,0,0,10,920.0,3
0,0,2,3,10,1227.0,1
0,0,4,0,22,915.0,1
0,0,4,4,10,908.0,1
0,0,3,0,10,1226.0,1
1,0,3,2,17,1623.0,4
0,0,2,1,9,1243.0,1
1,1,2,2,9,1287.0,3
0,0,3,2,19,1601.0,2
1,0,4,0,8,965.0,2
0,0,0,0,12,1460.0,2
0,0,4,2,17,1008.0,1
1,0,2,2,7,1314.0,3
0,0,0,2,12,1396.0,1
1,0,0,1,5,1401.0,3
0,0,0,0,15,1621.0,1
0,0,2,0,18,962.0,2
0,0,0,2,14,1086.0,1
1,0,4,0,16,914.0,2
0,0,2,0,15,1311.0,2
0,0,2,0,11,1308.0,1
0,0,3,0,16,1322.0,3
0,0,2,4,7,976.0,1
0,0,3,1,15,1195.0,1
0,0,0,0,16,1108.0,1
